,transaction_amount,quantity,customer_age,is_fraudulent,account_age_days,transaction_hour,transaction_day,transaction_month,encoded_payment_method,encoded_product_category,encoded_device_used
26913,487.31,2,35,0,250,8,5,3,1,3,0
26914,459.65,3,45,0,332,14,6,1,0,0,2
26915,96.57,2,21,0,256,19,6,1,2,4,2
26916,46.39,1,37,0,269,18,1,2,1,2,0
26917,138.36,5,43,0,140,19,0,2,3,0,1
26918,32.93,2,42,0,364,17,6,1,2,0,0
26919,47.2,5,39,0,54,18,5,1,3,4,2
26920,126.16,1,30,0,343,20,1,2,0,4,2
26921,15.37,3,35,0,336,3,6,2,0,4,1
26922,49.13,1,46,0,358,1,4,3,3,3,1
26923,226.01,3,31,0,171,17,4,3,1,3,1
26924,59.69,3,43,0,307,3,5,3,0,1,2
26926,65.08,1,32,0,305,21,6,3,3,0,0
26927,57.08,2,35,0,102,5,1,4,1,0,2
26928,112.67,4,32,0,112,12,6,3,2,4,1
26929,327.08,5,40,0,256,0,3,2,1,3,2
26930,230.97,5,36,0,147,4,3,2,2,0,0
26931,368.06,1,33,0,324,8,4,3,1,2,0
26932,22.62,1,55,0,110,3,1,4,1,0,1
26933,112.55,3,43,0,322,11,5,3,1,0,1
26934,361.72,1,47,0,123,3,3,1,3,4,2
26935,94.98,4,28,0,53,1,3,3,0,0,2
26936,249.2,2,41,0,325,11,0,3,0,2,0
26937,323.42,2,33,0,239,4,1,3,2,3,0
26938,57.14,5,24,0,226,13,3,3,3,0,2
26939,291.11,4,38,0,344,1,5,2,1,2,1
26940,22.42,4,34,0,228,13,5,2,3,2,2
26941,123.08,1,45,0,218,5,0,1,3,2,0
26942,111.11,2,32,0,30,22,0,2,3,1,2
26943,235.65,3,37,0,82,12,2,3,1,2,2
26944,45.07,2,35,0,245,13,0,1,2,0,2
26945,238.69,4,52,0,26,6,2,4,0,2,1
26946,255.71,3,45,0,257,8,3,3,2,0,2
26947,127.46,1,49,1,293,0,3,3,1,1,1
26948,199.91,2,28,0,264,9,0,1,3,2,2
26949,80.39,2,30,0,64,20,3,2,1,3,2
26950,569.31,1,30,0,124,19,5,1,2,2,0
26951,378.91,1,52,0,2,15,5,1,2,4,1
26952,463.11,3,30,0,225,22,3,2,3,2,2
26953,64.76,2,53,0,170,8,2,3,1,0,1
26954,47.9,1,46,0,290,5,0,1,2,3,1
26955,92.24,3,35,0,316,4,6,1,0,0,1
26956,100.26,5,22,0,353,18,6,2,1,4,2
26958,180.83,1,32,0,309,21,0,3,0,1,1
26959,151.04,2,27,1,321,5,6,2,0,4,1
26960,556.38,3,26,1,364,3,1,4,0,1,1
26961,219.73,2,23,0,240,17,2,3,2,2,2
26962,268.38,1,28,0,206,20,0,3,3,4,0
26963,37.83,5,28,1,340,0,6,1,2,3,0
26964,46.68,4,48,0,187,5,2,3,2,3,1
26965,159.16,3,51,0,205,2,6,2,0,0,1
26966,214.94,5,47,0,28,9,1,2,0,4,2
26967,210.44,2,41,0,339,5,0,1,3,2,1
26968,18.73,1,43,0,363,7,3,1,3,3,1
26969,30.69,1,49,0,279,18,0,1,1,1,2
26970,378.0,2,24,0,139,11,6,1,3,4,1
26971,84.2,5,41,1,143,16,1,3,3,3,0
26972,119.14,3,34,0,62,15,6,1,2,3,0
26973,660.82,5,26,0,81,8,6,2,1,4,0
26974,44.71,5,38,0,304,18,2,2,3,3,0
26975,88.4,2,43,0,343,17,6,2,3,3,1
26976,36.61,5,26,0,343,11,6,1,2,3,1
26977,118.27,2,25,0,239,2,4,2,3,3,0
26978,24.84,5,27,0,336,5,6,2,1,0,0
26979,740.26,4,29,0,40,23,4,1,3,1,2
26980,437.88,4,39,0,268,10,5,2,2,4,0
26981,21.95,5,29,0,185,17,1,1,1,2,2
26982,139.44,4,31,0,40,18,5,1,2,0,2
26983,240.23,3,28,0,51,4,1,4,0,4,1
26984,636.41,2,21,0,289,1,1,3,2,4,0
26985,50.6,5,39,1,250,4,6,2,2,3,0
26986,406.68,1,30,0,99,2,0,2,2,1,0
26987,307.81,4,36,0,148,1,6,3,3,4,0
26988,15.0,1,43,1,285,3,0,1,1,0,2
26989,36.73,4,53,0,126,13,1,1,3,2,2
26990,45.42,4,34,0,171,1,3,2,3,2,1
26991,53.66,2,27,0,42,4,1,1,0,0,2
26992,73.46,3,24,0,354,14,3,3,1,1,0
26993,30.41,2,51,0,46,21,0,3,3,0,0
26994,110.36,3,36,0,239,4,3,3,3,1,0
26995,263.14,5,29,0,123,18,2,2,0,0,0
26996,179.31,5,32,0,94,7,1,1,3,2,1
26997,223.24,4,42,0,344,10,3,1,1,1,1
26998,137.13,3,39,0,45,21,5,1,3,0,1
26999,98.06,5,26,0,340,5,4,2,0,1,2
27000,61.66,4,58,0,231,16,4,2,3,3,0
27001,217.32,4,33,0,226,20,4,1,2,1,2
27002,264.0,5,51,0,263,21,0,1,0,0,0
27003,135.82,2,38,0,61,21,6,2,3,1,0
27004,104.38,2,37,0,236,10,4,3,3,2,1
27005,66.27,2,43,0,230,17,6,2,1,1,2
27006,204.31,4,41,0,352,1,1,3,1,0,1
27007,38.87,1,41,0,286,1,1,1,0,1,1
27008,132.14,4,53,0,185,7,2,3,2,0,1
27009,271.98,1,31,0,103,15,4,1,1,1,1
27010,51.58,4,24,0,67,18,4,3,1,0,2
27011,142.32,2,27,0,266,21,2,3,2,4,2
27012,27.44,1,30,0,193,21,1,3,2,3,2
27013,11.98,5,31,0,73,16,1,2,2,2,0
27014,161.68,1,17,0,364,20,2,1,0,1,0
27015,30.88,5,40,0,195,15,5,3,1,4,2
27016,87.5,3,37,0,285,2,6,1,1,0,0
27017,144.83,2,25,0,227,10,4,3,0,4,2
27018,234.18,2,29,0,179,20,0,1,1,4,2
27019,334.78,5,33,0,198,19,3,3,2,3,1
27020,160.26,3,40,0,84,1,5,2,2,2,0
27021,73.62,5,38,0,246,4,4,3,0,3,1
27022,167.95,2,18,0,55,5,0,1,0,2,0
27023,41.22,1,20,0,207,21,0,1,2,2,2
27024,56.05,3,34,0,343,14,3,2,1,1,1
27025,11.87,5,47,0,350,23,6,2,3,0,0
27026,290.91,1,22,0,101,0,0,1,3,2,1
27027,14.18,2,26,1,237,3,2,4,3,4,2
27028,212.3,3,17,0,324,5,2,3,0,2,1
27029,31.55,5,44,0,129,4,0,3,0,0,0
27030,287.83,3,36,0,253,6,2,4,1,4,1
27031,495.44,1,36,0,333,19,6,1,0,3,1
27032,70.49,4,36,0,84,23,4,1,3,0,2
27033,43.62,1,44,0,6,20,4,2,2,3,0
27034,504.74,1,36,0,168,13,4,3,3,3,1
27035,44.27,5,26,0,363,0,4,2,1,1,2
27036,515.26,3,39,0,120,9,5,1,3,3,1
27037,97.85,5,43,0,15,18,0,1,1,3,1
27038,161.72,5,54,0,223,20,5,1,2,0,0
27039,57.39,1,17,0,248,10,2,3,3,1,2
27040,91.53,2,16,0,247,20,5,2,3,1,2
27041,234.32,5,45,0,156,4,6,3,2,0,1
27042,132.37,1,21,0,41,17,5,1,3,3,0
27043,382.42,1,33,0,199,20,1,3,1,0,1
27044,295.86,5,28,0,159,14,3,3,3,1,1
27045,422.85,2,39,1,115,9,0,1,0,3,1
27046,166.95,3,24,0,270,17,1,1,3,0,2
27047,60.74,4,35,0,219,0,1,1,0,4,0
27048,333.04,3,53,0,297,10,5,2,0,2,2
27049,223.82,5,28,0,304,13,4,1,3,3,1
27050,69.75,5,25,0,345,10,5,3,2,3,0
27051,14.8,3,33,0,62,7,4,1,0,3,0
27052,220.63,1,29,0,204,7,1,4,2,0,1
27053,162.77,1,26,0,265,22,4,3,1,0,2
27054,72.47,5,25,0,333,5,3,2,1,2,1
27055,348.59,5,42,0,296,3,5,2,1,2,0
27056,317.01,1,36,0,288,13,1,1,3,2,1
27057,252.18,5,36,0,6,17,4,3,2,2,1
27058,28.55,4,44,0,134,13,3,3,1,4,0
27059,410.98,5,35,0,167,18,4,2,3,0,0
27060,41.38,2,42,0,36,16,1,1,3,2,1
27061,152.76,4,41,0,284,11,2,3,3,2,1
27062,130.85,2,34,0,324,15,4,3,2,0,1
27063,185.67,2,39,0,196,19,0,3,1,2,1
27064,185.16,4,53,0,50,8,0,2,2,1,2
27065,70.74,4,41,0,111,10,5,2,2,1,0
27066,168.45,3,16,0,113,8,6,1,1,2,2
27067,66.04,2,31,0,279,19,4,1,0,0,2
27068,50.78,5,32,0,51,20,2,1,1,2,2
27069,239.55,4,32,0,195,1,5,2,2,0,1
27070,49.43,4,37,0,206,16,1,3,2,3,2
27071,33.37,1,31,0,89,5,5,2,2,2,1
27072,93.61,1,52,0,163,7,4,2,0,4,2
27073,460.94,2,45,0,240,18,2,1,1,4,2
27074,147.54,2,50,1,338,4,6,3,1,1,1
27075,38.64,2,27,0,276,1,3,3,0,4,2
27076,442.34,4,37,0,21,2,5,3,2,2,0
27077,58.46,1,42,0,259,7,6,1,0,4,0
27078,361.2,4,45,0,144,3,6,1,3,1,2
27079,54.5,5,16,0,194,2,5,2,2,0,0
27080,135.29,2,19,0,48,22,4,2,3,0,0
27081,78.69,3,29,0,52,6,5,3,3,4,2
27082,108.9,1,37,0,64,22,3,1,3,0,1
27083,473.68,3,40,0,56,20,2,1,2,3,2
27084,104.54,2,25,0,231,15,4,1,1,2,1
27085,86.06,4,38,0,58,1,5,3,0,3,2
27086,88.15,3,23,0,64,6,6,3,3,4,2
27087,292.06,3,29,0,341,5,1,3,3,4,2
27088,136.14,5,37,0,330,19,6,2,0,1,2
27089,555.79,3,40,0,267,6,5,3,3,1,1
27090,35.84,5,29,0,122,0,2,2,1,1,2
27091,182.48,5,23,0,132,15,5,1,3,4,0
27092,103.19,3,39,0,83,8,4,3,0,2,1
27093,282.9,2,19,0,195,0,2,3,1,2,2
27094,137.52,4,39,0,70,3,6,2,2,3,1
27095,173.74,2,37,0,365,10,5,1,0,0,0
27096,209.84,2,32,0,122,21,3,3,0,4,2
27097,483.57,4,33,0,359,11,3,1,0,0,0
27098,123.13,3,33,0,57,7,0,1,3,3,0
27099,103.16,4,39,0,50,20,3,3,3,3,1
27100,40.24,3,41,0,120,8,5,1,2,2,1
27101,212.63,2,56,0,282,14,6,2,3,2,0
27102,146.88,4,23,0,187,6,4,1,2,0,1
27103,262.46,2,26,1,23,2,6,1,2,1,0
27104,52.0,3,26,0,94,10,2,3,2,0,0
27105,89.86,1,31,0,81,2,0,1,3,1,2
27106,332.56,2,34,0,120,19,1,3,1,2,1
27107,92.95,5,32,0,11,22,6,2,3,3,2
27108,22.67,5,46,0,100,1,2,4,0,4,0
27109,95.7,1,33,0,172,13,2,1,2,4,0
27110,131.84,5,39,0,225,16,3,1,1,4,0
27111,53.27,3,37,0,116,23,0,3,1,4,2
27112,64.06,5,54,0,281,17,1,1,0,2,0
27113,660.24,2,17,0,282,9,4,2,0,3,1
27114,369.22,3,34,0,41,3,6,2,3,0,1
27115,215.09,5,35,0,216,2,2,3,0,4,1
27116,45.09,5,42,0,245,14,0,3,3,3,2
27117,404.93,1,35,0,88,10,2,3,2,3,1
27118,47.81,4,41,0,219,5,6,3,2,4,2
27119,60.05,2,28,0,169,10,5,3,2,0,0
27120,152.7,5,44,0,180,5,3,3,2,3,0
27121,598.93,3,35,0,292,3,0,4,0,2,2
27122,63.04,3,43,0,183,22,0,1,1,0,1
27123,133.16,5,32,0,89,15,1,2,1,3,0
27124,255.97,5,20,0,21,9,2,1,2,1,0
27125,70.65,3,19,0,305,16,5,3,2,0,0
27126,90.43,2,48,0,174,22,6,3,0,1,0
27127,178.89,3,43,0,170,10,6,2,3,0,2
27128,456.66,2,24,0,50,4,6,2,0,2,0
27129,186.44,5,37,0,131,23,3,3,0,1,0
27130,527.59,1,47,0,215,6,6,2,3,3,1
27131,109.96,2,42,1,2,1,4,1,0,1,2
27132,75.75,4,34,0,341,9,1,1,3,4,2
27133,397.76,3,38,0,305,18,0,4,1,0,1
27134,37.0,3,40,0,191,22,0,3,1,3,0
27135,50.58,3,31,0,3,5,2,3,2,3,1
27136,93.6,1,40,0,290,21,0,3,0,1,1
27137,314.08,4,44,0,150,5,6,2,2,2,2
27138,200.34,1,29,0,240,17,5,3,0,4,1
27139,269.74,5,47,0,49,11,1,3,3,1,0
27140,73.04,3,42,0,64,15,3,1,3,0,0
27142,225.44,5,34,0,123,0,5,3,1,1,1
27143,42.12,2,27,0,244,11,3,2,3,0,1
27144,20.52,5,35,0,351,1,4,1,0,3,0
27146,605.52,4,34,0,13,20,6,1,3,3,2
27147,40.84,1,41,0,334,1,2,1,3,0,0
27148,109.21,1,33,0,40,23,5,3,0,2,2
27149,66.8,3,48,0,129,21,4,2,2,0,2
27150,81.53,3,17,0,74,14,2,1,2,0,1
27151,105.02,3,38,0,305,14,3,3,3,2,2
27152,39.33,5,36,0,149,18,0,4,3,3,0
27153,150.14,1,32,0,235,5,2,1,2,1,2
27154,487.2,3,26,1,158,2,6,1,1,3,2
27155,30.23,4,42,0,23,21,4,2,2,1,2
27156,407.97,1,37,0,20,2,0,3,2,1,2
27157,339.68,3,42,0,345,19,4,3,2,0,2
27158,112.74,1,53,0,177,19,4,1,3,0,1
27159,140.68,5,32,0,289,4,6,1,3,3,0
27160,327.93,3,35,0,144,21,2,1,3,3,2
27161,82.97,2,33,0,121,23,2,3,3,2,2
27162,15.17,4,50,0,86,12,3,3,1,4,2
27163,188.73,3,20,0,138,23,1,2,2,3,1
27164,238.24,3,33,0,208,19,4,3,3,1,2
27165,772.77,3,41,0,317,12,4,2,1,3,2
27166,29.27,3,31,0,286,4,6,3,0,2,1
27167,223.69,1,33,0,306,2,2,3,3,4,2
27168,214.49,3,37,0,358,0,4,3,2,1,1
27169,100.55,3,32,0,122,21,6,1,0,1,1
27170,46.98,3,38,0,288,6,6,3,2,3,0
27171,81.42,4,35,0,157,16,0,3,1,4,0
27172,79.11,4,29,0,315,8,2,1,0,0,1
27173,90.01,1,49,0,332,2,1,2,2,4,1
27174,327.67,5,33,0,105,20,3,3,3,0,1
27175,111.2,3,41,0,299,12,4,2,2,4,2
27176,213.16,1,25,0,11,12,2,3,2,4,0
27177,157.35,5,33,0,77,12,1,1,0,0,2
27178,107.69,4,25,0,292,13,4,3,2,1,1
27179,331.95,3,38,0,306,8,2,1,2,4,1
27180,503.86,4,27,0,19,2,4,2,1,3,2
27181,206.88,2,19,0,343,18,3,1,0,0,1
27182,115.54,4,34,0,337,13,6,1,2,4,1
27183,128.89,5,25,0,246,18,4,2,2,0,2
27184,246.55,5,32,0,224,14,0,3,3,0,0
27185,270.69,1,38,0,174,8,1,1,3,4,1
27186,318.68,3,35,0,30,20,2,1,2,4,0
27187,74.11,1,34,0,255,10,1,1,0,3,0
27188,66.02,1,37,0,279,23,6,2,2,1,2
27189,126.67,2,42,0,305,2,4,2,3,1,1
27190,239.55,4,31,0,261,21,1,2,3,2,2
27191,358.52,3,24,0,197,5,0,1,2,1,0
27192,370.03,3,45,0,199,23,2,2,1,2,0
27194,278.25,5,43,0,152,16,2,2,1,3,0
27195,12.68,3,41,0,106,7,6,3,1,1,0
27196,668.26,4,36,0,230,4,4,2,1,2,1
27197,536.11,1,32,0,71,12,5,2,2,4,1
27198,483.99,1,31,0,226,0,0,1,0,4,0
27199,88.46,2,37,0,4,0,4,2,0,2,1
27200,12.44,4,48,0,63,19,2,3,0,2,2
27201,62.56,1,32,0,156,14,4,3,3,0,2
27202,166.5,4,26,0,78,1,4,2,3,0,2
27203,463.67,4,36,0,191,11,5,1,1,1,0
27204,116.36,1,39,0,164,22,3,3,0,2,1
27206,328.61,3,20,0,224,11,2,3,1,4,0
27207,40.38,3,45,0,243,8,3,1,0,0,0
27208,70.72,2,33,0,357,6,6,3,2,2,1
27209,250.66,5,32,0,90,8,2,2,0,1,2
27210,24.83,4,47,0,228,16,4,1,0,1,2
27211,720.5,5,47,0,16,12,4,3,1,2,1
27212,338.3,1,31,0,67,17,0,2,3,3,2
27213,381.06,4,41,0,59,21,0,2,0,1,0
27214,320.57,3,34,0,184,21,2,1,1,4,0
27215,229.01,1,20,0,236,20,1,1,3,3,0
27216,174.03,2,39,0,187,3,0,1,0,4,0
27217,38.0,1,35,0,221,11,6,2,0,0,1
27218,25.21,2,41,0,278,16,2,2,0,4,0
27219,81.65,3,29,0,50,22,2,1,0,2,0
27220,39.67,3,41,0,233,21,3,2,3,1,2
27221,52.41,5,38,0,345,7,6,2,1,0,0
27222,32.49,4,36,0,304,19,1,3,0,0,2
27223,67.4,1,37,0,94,10,3,1,3,2,0
27225,61.32,3,26,0,103,12,4,3,1,0,2
27226,74.21,2,23,0,8,17,6,1,0,1,0
27227,83.79,3,31,0,351,0,3,2,2,4,2
27229,206.43,5,20,0,99,17,3,3,2,1,0
27230,139.28,1,30,0,93,17,5,1,2,0,0
27231,88.72,5,51,0,45,9,4,3,1,3,1
27232,206.32,1,36,0,155,5,0,4,1,1,1
27233,89.14,1,75,0,142,16,1,2,2,4,0
27234,195.6,2,42,0,102,7,0,1,2,4,1
27235,26.08,1,34,1,5,3,1,1,2,2,0
27236,168.19,1,23,0,26,6,0,2,0,2,2
27237,177.58,4,39,0,60,11,1,1,2,0,2
27238,148.87,1,43,0,52,14,6,1,2,1,0
27239,245.22,1,47,0,333,23,3,2,0,3,1
27240,354.84,1,30,0,15,8,3,3,2,0,0
27241,131.23,3,49,0,281,7,2,2,1,2,2
27242,241.25,2,47,1,15,0,6,3,0,0,2
27243,686.65,2,25,0,34,15,4,3,1,4,2
27244,226.39,1,22,0,333,23,3,1,1,0,2
27245,45.55,4,34,0,114,5,6,3,1,0,2
27246,586.49,3,42,0,352,4,6,3,1,3,2
27247,59.29,3,25,0,123,4,3,3,3,4,2
27248,233.39,2,35,0,193,6,5,1,0,2,2
27249,109.63,3,19,0,250,22,2,1,2,4,2
27250,206.07,2,45,0,228,10,1,3,2,1,2
27251,132.36,5,24,0,247,20,3,2,0,3,0
27252,97.68,5,18,0,56,11,4,3,3,1,0
27253,425.06,1,38,0,360,15,1,2,3,4,2
27254,52.62,4,27,0,223,1,3,3,3,4,2
27255,155.6,5,20,0,248,17,4,2,0,3,2
27256,87.77,4,34,0,318,11,4,3,1,3,0
27257,608.54,1,26,0,264,0,0,3,1,1,2
27258,246.39,2,21,0,167,6,2,2,1,4,1
27259,79.3,5,28,0,17,5,4,3,2,4,0
27260,117.27,2,45,0,145,10,4,2,1,3,1
27261,436.1,5,25,1,17,4,5,3,2,0,2
27262,85.74,4,31,0,69,7,0,4,2,0,1
27263,218.38,5,36,0,333,20,6,1,1,3,0
27264,212.96,4,36,0,5,19,1,3,1,2,0
27265,19.1,2,35,0,24,11,3,3,3,1,0
27266,10.42,5,23,0,210,5,1,2,0,1,2
27267,44.49,5,21,0,125,21,4,3,2,2,1
27268,538.29,5,29,0,339,3,5,1,3,4,1
27269,55.97,5,30,1,149,5,0,1,2,2,1
27270,114.55,5,26,0,251,22,1,3,0,1,0
27271,75.71,4,35,0,315,20,5,3,0,0,1
27272,373.85,2,53,0,279,11,6,2,3,4,1
27273,277.68,3,37,0,201,17,5,2,0,2,2
27274,145.1,1,48,0,263,18,4,1,1,0,1
27276,111.69,4,21,0,199,5,5,2,2,1,2
27277,111.37,1,36,0,178,15,4,2,3,2,1
27278,109.29,3,21,0,162,22,3,3,1,1,0
27279,411.18,3,32,0,73,4,1,3,3,1,1
27280,163.24,5,20,0,106,20,1,2,2,2,2
27281,35.04,4,30,0,36,15,6,1,1,0,0
27282,109.96,4,22,0,63,4,2,1,0,1,1
27283,192.94,4,46,0,90,23,6,2,0,0,2
27284,284.35,5,37,0,185,22,5,3,0,0,2
27285,86.29,5,28,0,138,7,3,2,0,1,2
27286,248.39,2,28,1,285,2,1,3,2,2,0
27287,415.2,2,20,0,329,1,2,2,3,2,0
27288,138.45,1,46,0,354,4,6,3,0,1,2
27289,61.15,2,36,0,255,22,3,1,0,4,2
27291,473.03,4,41,0,184,7,5,1,0,3,2
27292,168.91,1,35,0,335,17,0,2,0,3,0
27293,167.32,4,50,0,150,21,6,2,2,1,1
27294,963.35,3,37,1,49,18,2,1,3,4,1
27295,59.21,3,33,0,4,18,3,3,2,3,0
27296,36.15,4,19,0,251,2,5,2,0,4,2
27297,637.59,3,28,0,248,11,2,3,3,3,1
27298,144.93,3,31,0,210,13,6,3,2,0,1
27299,421.68,1,44,0,267,16,2,2,2,0,0
27300,25.93,2,33,1,29,6,6,3,2,1,0
27301,130.07,4,39,0,90,7,6,3,0,3,2
27302,113.95,2,36,0,71,18,4,2,3,3,1
27303,570.18,4,20,0,102,23,2,1,3,4,0
27304,38.42,2,24,0,205,8,3,3,1,2,0
27305,268.8,2,21,0,365,7,4,2,0,2,1
27306,68.35,4,36,1,9,13,3,2,0,1,1
27307,299.52,1,40,0,31,23,3,1,2,4,2
27308,100.05,4,39,0,121,10,1,4,0,4,1
27309,305.08,2,33,0,152,3,0,1,3,3,1
27310,158.12,4,47,0,180,23,3,1,1,3,0
27311,23.57,2,30,0,264,11,5,3,2,0,0
27312,240.4,2,29,0,303,22,0,2,2,3,0
27313,842.93,1,30,0,328,21,4,1,0,0,1
27314,47.86,1,36,0,96,7,5,2,1,0,2
27315,735.3,5,47,0,92,19,0,3,0,3,1
27316,406.7,5,46,0,105,18,2,1,3,0,1
27317,49.62,5,44,0,125,9,3,3,2,0,2
27318,845.09,5,35,0,272,6,6,3,3,3,2
27319,300.49,5,39,0,160,13,1,1,1,4,0
27320,20.2,3,22,0,189,17,0,1,2,2,0
27321,310.54,2,21,0,92,9,0,4,2,0,1
27322,330.04,5,38,0,199,0,1,1,0,3,2
27323,15.68,2,29,0,131,18,6,1,2,2,1
27324,97.86,5,24,0,162,21,1,2,3,4,1
27325,727.99,3,41,0,362,20,6,3,2,0,1
27326,248.53,2,47,0,155,17,2,3,0,1,0
27327,103.41,1,41,0,216,11,2,1,3,3,2
27328,228.49,1,28,0,85,1,5,1,2,1,0
27329,1695.65,1,35,1,261,3,6,2,0,3,2
27330,127.11,5,19,0,70,5,0,1,1,4,0
27331,26.16,2,35,0,327,21,5,1,3,1,2
27332,26.96,2,29,0,12,1,4,1,2,4,0
27333,115.5,4,17,0,310,12,5,3,2,4,1
27334,710.57,1,57,0,146,10,5,3,3,0,1
27335,177.42,1,27,0,292,9,2,2,0,4,1
27336,365.65,5,47,0,40,11,2,1,1,2,2
27337,971.4,2,47,0,363,2,2,1,0,1,0
27338,67.56,4,25,0,331,11,2,3,1,2,0
27339,372.62,3,29,0,345,22,5,3,1,2,0
27340,94.11,5,24,0,283,20,2,1,3,0,1
27341,376.06,2,42,0,162,17,5,1,1,1,0
27342,144.23,4,32,0,40,14,6,3,1,3,1
27343,75.45,4,52,0,106,15,4,2,0,1,1
27344,303.38,3,52,0,123,13,4,3,1,4,2
27345,188.27,4,20,0,234,16,1,3,3,3,2
27346,10.05,2,34,0,350,1,0,3,2,4,2
27347,150.33,3,27,0,161,17,2,1,2,0,2
27349,34.1,1,30,0,207,6,4,3,2,3,2
27350,382.38,3,54,0,8,13,1,1,2,3,2
27351,236.91,4,38,0,346,1,4,1,2,1,1
27352,21.4,1,51,0,351,15,2,1,0,0,2
27353,207.52,1,34,0,112,16,1,2,1,3,0
27354,285.53,1,45,1,162,3,3,3,0,2,1
27355,416.39,1,30,0,15,13,3,2,0,0,2
27356,129.15,2,29,0,190,10,5,1,3,1,2
27357,11.79,2,23,0,244,13,6,1,0,2,2
27358,271.48,2,28,0,343,1,3,2,1,1,0
27359,228.46,4,21,0,8,5,5,2,2,1,1
27360,28.98,3,41,0,322,0,6,3,3,1,1
27361,89.16,1,29,0,333,15,5,2,1,1,1
27362,212.96,1,50,0,107,0,1,3,2,0,0
27363,587.25,2,38,1,20,22,3,3,1,4,1
27364,269.41,2,19,0,9,3,6,2,1,1,1
27365,29.53,5,23,0,347,16,1,3,0,1,1
27366,27.4,2,31,0,275,2,6,2,0,1,0
27367,60.65,2,18,0,230,16,4,3,1,0,0
27368,164.83,1,36,0,192,20,0,1,1,3,0
27369,207.07,4,29,0,87,17,3,3,2,1,2
27370,414.59,2,39,0,54,11,5,3,2,1,2
27371,332.19,2,47,0,146,11,6,3,0,4,0
27372,1091.85,5,34,0,139,12,3,1,2,4,2
27373,126.22,4,49,0,146,10,1,2,2,0,0
27374,110.23,4,44,0,277,23,1,1,0,1,0
27375,26.07,5,45,0,39,9,3,2,2,1,2
27376,124.86,2,33,0,277,7,1,4,3,0,0
27377,587.85,2,39,0,218,5,1,2,1,1,0
27378,21.58,1,39,0,155,13,3,3,1,0,2
27379,346.83,1,36,1,22,0,4,3,3,1,0
27380,182.06,4,35,1,20,21,6,3,3,1,1
27381,162.39,3,33,0,95,17,2,1,0,2,0
27382,1187.99,3,49,0,365,4,4,1,0,2,0
27383,781.45,1,31,1,283,0,2,2,3,1,2
27384,743.2,3,21,0,1,8,6,3,2,0,0
27385,91.3,4,33,0,200,6,0,1,2,3,1
27386,600.37,4,25,0,205,0,6,3,3,2,2
27387,56.36,1,35,0,148,11,1,1,0,4,1
27388,443.01,2,38,0,325,5,5,2,0,0,1
27389,211.8,5,31,0,328,16,4,1,1,2,1
27390,70.89,3,47,0,143,15,2,3,0,2,2
27391,167.11,2,26,0,345,14,1,3,1,0,0
27392,122.28,3,29,0,151,1,4,3,2,1,1
27393,75.92,2,22,0,147,15,1,3,1,0,2
27394,10.73,3,49,0,307,14,6,3,2,0,1
27395,886.54,3,18,0,343,4,6,2,3,0,2
27396,709.82,4,17,0,225,7,1,1,2,4,2
27397,314.31,4,44,0,197,9,4,3,1,4,2
27398,346.08,1,32,0,80,20,5,2,2,4,2
27399,25.26,4,48,0,52,9,1,3,0,1,2
27400,157.32,3,48,0,342,15,4,1,3,2,0
27401,27.66,4,41,0,160,3,6,1,1,3,0
27402,15.99,3,55,0,251,21,3,1,0,2,0
27403,49.68,4,28,0,173,10,2,1,3,4,0
27404,259.34,3,17,0,337,0,1,2,1,2,0
27405,257.08,5,27,0,45,15,0,1,1,2,2
27406,1087.02,1,17,0,28,21,4,2,3,1,2
27407,233.58,3,26,0,27,15,1,1,3,0,1
27408,208.1,5,35,0,253,12,1,3,3,3,0
27409,143.28,5,30,0,103,20,1,4,3,0,1
27410,172.96,1,18,0,213,10,5,1,3,0,2
27411,541.73,4,36,0,360,14,1,4,1,0,1
27412,557.29,5,25,0,323,14,1,2,0,0,1
27413,77.62,4,38,0,268,3,6,3,3,1,2
27414,1341.02,5,36,0,206,0,6,1,1,2,2
27416,207.78,5,46,0,20,17,0,1,0,4,0
27417,281.58,5,35,0,21,12,5,1,0,2,2
27418,131.04,2,26,0,310,14,1,1,2,3,1
27419,375.69,1,52,0,243,23,2,2,2,2,2
27420,655.76,2,51,0,101,18,1,2,0,1,1
27421,54.5,3,30,0,228,21,1,3,2,2,1
27422,205.9,1,27,0,362,7,1,1,2,0,1
27423,195.14,5,48,0,347,7,1,1,1,2,2
27424,369.33,4,43,0,361,21,0,2,3,1,1
27425,12.58,1,31,0,171,8,2,1,3,2,1
27426,91.71,1,41,0,92,13,5,1,0,3,2
27427,974.79,2,45,0,107,23,3,3,1,1,1
27428,432.54,2,36,0,160,0,4,1,2,2,1
27429,363.52,4,35,0,52,0,6,2,1,1,0
27430,123.35,4,19,0,36,23,1,1,1,3,2
27431,70.08,3,51,0,197,15,4,1,1,0,1
27432,260.06,4,38,0,270,19,1,3,1,0,2
27433,12.89,3,41,0,305,13,3,1,3,1,2
27434,229.39,2,44,0,325,5,1,1,0,1,0
27435,132.18,4,28,0,135,5,5,1,3,2,0
27436,13.49,4,28,0,2,4,4,2,0,4,1
27437,24.83,1,36,0,99,6,0,4,2,3,1
27438,17.92,5,34,0,145,19,6,3,1,2,0
27439,800.03,1,44,0,212,5,2,2,1,0,0
